CustomerID,first_purchase,last_purchase,num_transactions,monetary_total,avg_order_value,num_invoices,recency_days,frequency,tenure_days,mean_days_between,purchases_30,purchases_90,purchases_180,churn,churn_proba
12431,2010-12-01 10:03:00,2011-11-04 11:55:00,235,6487.45,27.606170212765957,15,36,15,338,22.533333333333335,0,50,104,0,0.00015749647
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,108,5059.32,46.845555555555556,5,43,5,129,25.8,0,32,108,0,0.00015749647
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,420,13375.87,31.847309523809525,7,1,7,372,53.142857142857146,134,192,273,0,0.00015749647
12434,2011-03-24 13:05:00,2011-09-16 12:38:00,50,806.14,16.122799999999998,2,85,2,175,87.5,0,34,34,0,0.00013597759
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,36,7829.89,217.49694444444447,2,80,2,188,94.0,0,17,17,0,0.00013875145
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,16,509.01,31.813125,1,100,1,1,1.0,0,0,16,0,0.0006769145
12437,2011-01-12 14:13:00,2011-12-08 11:35:00,199,4951.41,24.88145728643216,18,2,18,329,18.27777777777778,27,97,124,0,0.00015749647
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,98,2906.85,29.66173469387755,2,14,2,125,62.5,49,49,98,0,0.00013875145
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,11,173.55,15.77727272727273,1,367,1,1,1.0,0,0,0,1,0.99941134
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,12,172.06,14.338333333333333,1,3,1,1,1.0,12,12,12,0,0.0003161001
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,176,5005.46,28.440113636363638,5,21,5,149,29.8,34,71,176,0,0.00015749647
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,4,133.4,33.35,1,22,1,1,1.0,4,4,4,0,0.00044160197
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,57,1002.3100000000001,17.584385964912283,1,58,1,1,1.0,0,57,57,0,0.0004189003
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,26,476.49,18.326538461538462,1,243,1,1,1.0,0,0,0,1,0.99983084
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,22,449.45,20.429545454545455,1,44,1,1,1.0,0,22,22,0,0.0007463191
12449,2011-06-05 15:37:00,2011-11-17 13:46:00,191,4067.29,21.294712041884818,4,22,4,164,41.0,59,59,143,0,0.0001384488
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,8,197.88,24.735,2,156,2,17,8.5,0,0,8,0,0.000415274
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,354,9035.52,25.524067796610172,5,11,5,313,62.6,59,159,159,0,0.00015749647
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,22,430.57,19.571363636363635,2,17,2,1,0.5,22,22,22,0,0.0011957599
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,43,707.09,16.443953488372095,1,134,1,1,1.0,0,0,43,0,0.00040048623
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,15,3528.34,235.22266666666667,1,56,1,1,1.0,0,15,15,0,0.0004087377
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,90,2466.86,27.409555555555556,6,73,6,223,37.166666666666664,0,19,35,0,0.00015749647
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,125,3181.04,25.44832,3,44,3,210,70.0,0,39,84,0,0.00015749647
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,62,2363.23,38.11661290322581,7,66,7,172,24.571428571428573,0,37,37,0,0.00015749647
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,38,947.4,24.931578947368422,2,71,2,213,106.5,0,19,19,0,0.00016924381
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,35,826.88,23.62514285714286,2,94,2,60,30.0,0,0,35,0,0.00028412679
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,62,1189.59,19.186935483870965,2,19,2,284,142.0,22,22,22,0,0.00011658158
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,83,1344.78,16.202168674698793,4,53,4,188,47.0,0,22,45,0,0.000126539
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,29,1212.05,41.79482758620689,8,10,8,299,37.375,8,8,14,0,0.00015749647
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,47,742.1899999999999,15.79127659574468,2,17,2,152,76.0,21,21,47,0,0.00013597759
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,38,729.5400000000001,19.19842105263158,2,188,2,128,64.0,0,0,0,1,0.99911255
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,460,19824.05,43.09576086956522,30,2,30,362,12.066666666666666,113,197,281,0,0.00015749647
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,339,6572.11,19.386755162241887,7,32,7,336,48.0,0,90,201,0,0.00013233189
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,168,3938.5499999999997,23.443749999999998,5,29,5,162,32.4,4,103,133,0,0.00015749647
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,424,7375.79,17.395731132075472,18,17,18,312,17.333333333333332,66,177,272,0,0.00013233189
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,36,723.38,20.093888888888888,1,54,1,1,1.0,0,36,36,0,0.0004189003
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,233,6816.42,29.255021459227468,11,16,11,345,31.363636363636363,69,116,148,0,0.00015749647
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,300,13219.74,44.065799999999996,6,23,6,278,46.333333333333336,45,101,191,0,0.00015749647
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,36,680.99,18.91638888888889,1,4,1,1,1.0,36,36,36,0,0.0004189003
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,31,527.2,17.006451612903227,1,11,1,1,1.0,31,31,31,0,0.0005688041
12480,2011-01-07 15:27:00,2011-11-11 14:52:00,154,3281.63,21.309285714285714,4,28,4,307,76.75,40,40,77,0,0.0001384488
12481,2010-12-09 10:13:00,2011-11-17 08:29:00,217,5596.32,25.789493087557602,10,23,10,342,34.2,12,60,60,0,0.00015749647
12483,2011-01-04 14:20:00,2011-11-22 17:02:00,75,2484.98,33.133066666666664,8,17,8,322,40.25,6,22,36,0,0.00015749647
12484,2011-01-07 14:04:00,2011-11-07 11:37:00,346,4541.72,13.126358381502891,6,33,6,303,50.5,0,64,248,0,0.0001960826
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,55,1298.66,23.612000000000002,3,10,3,65,21.666666666666668,27,55,55,0,0.0002644077
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,15,334.93,22.328666666666667,1,336,1,1,1.0,0,0,0,1,0.9998499
12490,2011-01-14 09:13:00,2011-12-04 16:07:00,245,5417.93,22.114,10,5,10,324,32.4,58,80,185,0,0.00015749647
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,26,460.40000000000003,17.70769230769231,1,39,1,1,1.0,0,26,26,0,0.0007463191
12492,2011-08-26 14:51:00,2011-10-07 15:15:00,20,263.21000000000004,13.160500000000003,2,63,2,42,21.0,0,11,20,0,0.0004345607
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,22,433.74,19.715454545454545,2,166,2,31,15.5,0,0,10,0,0.00048245728
12494,2010-12-09 11:31:00,2011-11-24 09:34:00,77,1246.1000000000001,16.183116883116885,7,16,7,349,49.857142857142854,11,26,36,0,0.000126539
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1043.1,74.50714285714285,1,82,1,1,1.0,0,14,14,0,0.0004513528
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,23,403.70000000000005,17.55217391304348,3,21,3,36,12.0,10,23,23,0,0.0005476103
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,61,4257.82,69.80032786885245,11,23,11,310,28.181818181818183,5,29,43,0,0.00015749647
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,149,2169.39,14.559664429530201,1,337,1,1,1.0,0,0,0,1,0.99932075
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,147,3723.87,25.332448979591835,5,96,5,214,42.8,0,0,70,0,0.00015749647
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,9,482.04999999999995,53.5611111111111,2,18,2,12,6.0,3,9,9,0,0.0008016282
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,23,73.5,3.1956521739130435,1,233,1,1,1.0,0,0,0,1,0.9996933
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,21,1304.81,62.13380952380952,3,134,3,164,54.666666666666664,0,0,8,0,0.00015749647
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,69,398.27,5.772028985507246,2,26,2,2,1.0,69,69,69,0,0.0009799411
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,7,176.5,25.214285714285715,1,284,1,1,1.0,0,0,0,1,0.9997141
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,33,982.5699999999999,29.774848484848484,2,143,2,182,91.0,0,0,4,0,0.00016924381
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,34,138.03,4.059705882352941,2,66,2,1,0.5,0,34,34,0,0.0005204488
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,35,612.29,17.494,1,113,1,1,1.0,0,0,35,0,0.00054835767
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,51,1017.68,19.954509803921567,1,267,1,1,1.0,0,0,0,1,0.99969614
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,16,383.7,23.98125,1,353,1,1,1.0,0,0,0,1,0.99984825
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,26,1312.06,50.46384615384615,2,78,2,102,51.0,0,13,13,0,0.00013875145
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,284,2502.84,8.812816901408452,5,28,5,161,32.2,77,100,150,0,0.00021816777
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,124,2056.89,16.58782258064516,5,1,5,109,21.8,48,106,124,0,0.00013233189
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,18,340.84,18.935555555555553,1,64,1,1,1.0,0,18,18,0,0.0007545926
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,152,2634.26,17.330657894736845,5,79,5,194,38.8,0,31,50,0,0.00013233189
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,38,599.68,15.781052631578946,1,143,1,1,1.0,0,0,38,0,0.00029671087
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,12,192.72,16.06,2,39,2,12,6.0,0,12,12,0,0.00034650258
12523,2011-01-12 09:43:00,2011-11-20 12:55:00,106,1789.77,16.884622641509434,11,19,11,312,28.363636363636363,13,43,74,0,0.00013233189
12524,2011-01-10 10:35:00,2011-11-30 15:31:00,144,4485.72,31.150833333333335,8,9,8,324,40.5,4,28,40,0,0.00015749647
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,71,1316.66,18.54450704225352,3,1,3,93,31.0,13,42,71,0,0.00013233189
12527,2011-01-18 12:05:00,2011-09-19 11:55:00,18,348.71000000000004,19.37277777777778,3,82,3,243,81.0,0,3,3,0,0.0003029971
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,92,1933.48,21.01608695652174,6,9,6,303,50.5,12,27,48,0,0.00013233189
12530,2011-01-07 10:04:00,2011-10-11 12:34:00,66,1662.28,25.186060606060607,4,60,4,277,69.25,0,20,39,0,0.00015749647
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,17,125.22,7.365882352941177,1,15,1,1,1.0,17,17,17,0,0.00047583797
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,16,349.83000000000004,21.864375000000003,1,30,1,1,1.0,0,16,16,0,0.0008407575
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,63,1089.18,17.28857142857143,1,131,1,1,1.0,0,0,63,0,0.00036163002
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,34,716.35,21.069117647058825,2,92,2,94,47.0,0,0,16,0,0.00014220251
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,261,12601.830000000002,48.282873563218395,3,43,3,15,5.0,0,261,261,0,0.00038418933
12538,2011-11-10 17:16:00,2011-11-10 17:16:00,21,363.95,17.33095238095238,1,29,1,1,1.0,21,21,21,0,0.0007545926
12539,2011-01-10 09:11:00,2011-11-17 13:30:00,273,5568.35,20.396886446886448,4,22,4,311,77.75,43,43,43,0,0.00013233189
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,478,13400.24,28.03397489539749,17,20,17,342,20.11764705882353,27,157,270,0,0.00015749647
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,52,981.18,18.868846153846153,3,30,3,251,83.66666666666667,0,24,35,0,0.0001614137
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,19,372.7,19.61578947368421,1,36,1,1,1.0,0,19,19,0,0.0007545926
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,50,1000.39,20.0078,2,75,2,184,92.0,0,16,16,0,0.00014220251
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,69,1161.5,16.833333333333332,2,47,2,31,15.5,0,69,69,0,0.00022198733
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,8,207.79999999999998,25.974999999999998,2,198,2,82,41.0,0,0,0,1,0.9996805
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,5,95.19999999999999,19.04,1,166,1,1,1.0,0,0,5,0,0.00035400022
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,57,964.83,16.92684210526316,1,79,1,1,1.0,0,57,57,0,0.0004189003
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,10,168.0,16.8,1,358,1,1,1.0,0,0,0,1,0.9996815
12552,2011-10-31 12:11:00,2011-11-01 10:02:00,20,437.82,21.891,2,39,2,1,0.5,0,20,20,0,0.0013322332
12553,2011-01-14 10:42:00,2011-12-01 16:38:00,191,3692.28,19.33130890052356,10,8,10,321,32.1,33,56,94,0,0.00013233189
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,121,603.71,4.989338842975207,2,50,2,100,50.0,0,54,121,0,0.0002919735
12557,2010-12-03 12:20:00,2011-11-23 16:59:00,33,11990.960000000001,363.36242424242425,5,16,5,355,71.0,4,4,19,0,0.00015749647
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,11,269.96,24.54181818181818,1,8,1,1,1.0,11,11,11,0,0.0007423236
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,21,561.71,26.74809523809524,2,311,2,8,4.0,0,0,0,1,0.99986863
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,105,2134.01,20.323904761904764,3,5,3,137,45.666666666666664,28,28,105,0,0.00013233189
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,16,238.85,14.928125,1,303,1,1,1.0,0,0,0,1,0.99964046
12562,2011-05-25 12:44:00,2011-12-01 17:20:00,168,3781.7400000000002,22.510357142857146,7,8,7,190,27.142857142857142,41,90,147,0,0.00015749647
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,21,456.9,21.757142857142856,1,261,1,1,1.0,0,0,0,1,0.99984825
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,9,145.92,16.21333333333333,1,289,1,1,1.0,0,0,0,1,0.9995976
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,19,351.65,18.507894736842104,1,86,1,1,1.0,0,19,19,0,0.0007545926
12567,2010-12-05 11:57:00,2011-11-17 11:02:00,446,9401.28,21.079103139013455,10,23,10,346,34.6,81,81,170,0,0.00013233189
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,188,4124.69,21.939840425531912,32,2,32,250,7.8125,58,96,139,0,0.00015749647
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,34,519.61,15.28264705882353,2,40,2,81,40.5,0,20,34,0,0.00020603157
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,60,1020.42,17.006999999999998,2,9,2,43,21.5,24,60,60,0,0.00026847926
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,28,160.54000000000002,5.733571428571429,1,227,1,1,1.0,0,0,0,1,0.9997347
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,11,218.45,19.85909090909091,1,316,1,1,1.0,0,0,0,1,0.9998055
12576,2011-02-08 11:31:00,2011-11-04 10:11:00,88,1315.83,14.952613636363635,5,36,5,268,53.6,0,26,58,0,0.000126539
12577,2010-12-15 16:21:00,2011-11-04 13:24:00,147,657.8,4.474829931972788,3,35,3,323,107.66666666666667,0,80,80,0,0.00022756742
12578,2011-01-13 15:34:00,2011-11-18 13:30:00,114,2794.51,24.51324561403509,2,21,2,308,154.0,44,44,44,0,0.00013875145
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,29,440.42,15.18689655172414,1,78,1,1,1.0,0,29,29,0,0.00040386117
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,24,415.7,17.320833333333333,1,247,1,1,1.0,0,0,0,1,0.99983084
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,15,197.71,13.180666666666667,1,40,1,1,1.0,0,15,15,0,0.00039243756
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,22,511.36,23.243636363636366,2,239,2,49,24.5,0,0,0,1,0.99971145
12583,2010-12-01 08:45:00,2011-12-07 08:07:00,247,7281.38,29.47927125506073,15,3,15,370,24.666666666666668,35,101,138,0,0.00015749647
12584,2011-03-04 15:15:00,2011-12-06 09:35:00,96,2338.15,24.355729166666666,9,4,9,276,30.666666666666668,21,62,69,0,0.00015749647
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,87,2040.1,23.44942528735632,2,234,2,117,58.5,0,0,0,1,0.99909043
12586,2011-11-22 16:24:00,2011-11-22 16:24:00,11,196.94000000000003,17.903636363636366,1,17,1,1,1.0,11,11,11,0,0.00049203436
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,4,144.0,36.0,1,8,1,1,1.0,4,4,4,0,0.00044160197
