CustomerID,first_purchase,last_purchase,num_transactions,monetary_total,avg_order_value,num_invoices,recency_days,frequency,tenure_days,mean_days_between,purchases_30,purchases_90,purchases_180,churn,churn_proba,purchase_freq_monthly,expected_lifespan_months,CLV_score,predicted_future_value
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,8,197.88,24.735,2,156,2,17,8.5,0,0,8,0,0.000415274,3.5294117647058822,14448.258,1261332.90703125,197.11635
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,354,9035.52,25.524067796610172,5,11,5,313,62.6,59,159,159,0,0.00015749647,0.4792332268370607,38095.848,465987.698888558,9082.165
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,22,430.57,19.571363636363635,2,17,2,1,0.5,22,22,22,0,0.0011957599,60.0,5017.7256,5892223.924192117,431.8104
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,43,707.09,16.443953488372095,1,134,1,1,1.0,0,0,43,0,0.00040048623,30.0,14981.751,7390776.486989009,700.0863
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,15,3528.34,235.22266666666667,1,56,1,1,1.0,0,15,15,0,0.0004087377,30.0,14679.307,103587169.58476563,3513.9976
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,90,2466.86,27.409555555555556,6,73,6,223,37.166666666666664,0,19,35,0,0.00015749647,0.8071748878923767,38095.848,842844.1502179092,2438.5513
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,125,3181.04,25.44832,3,44,3,210,70.0,0,39,84,0,0.00015749647,0.42857142857142855,38095.848,415489.4236403571,3202.5938
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,62,2363.23,38.11661290322581,7,66,7,172,24.571428571428573,0,37,37,0,0.00015749647,1.2209302325581395,38095.848,1772894.0840118844,2340.9702
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,38,947.4,24.931578947368422,2,71,2,213,106.5,0,19,19,0,0.00016924381,0.28169014084507044,35451.6,248975.88821580802,944.20026
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,35,826.88,23.62514285714286,2,94,2,60,30.0,0,0,35,0,0.00028412679,1.0,21117.26,498898.27871428576,830.9753
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,62,1189.59,19.186935483870965,2,19,2,284,142.0,22,22,22,0,0.00011658158,0.2112676056338028,51465.668,208620.09527128114,1193.4054
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,83,1344.78,16.202168674698793,4,53,4,188,47.0,0,22,45,0,0.000126539,0.6382978723404256,47415.836,490365.5564114169,1335.9514
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,29,1212.05,41.79482758620689,8,10,8,299,37.375,8,8,14,0,0.00015749647,0.802675585284281,38095.848,1278027.5996334762,1216.4653
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,47,742.1899999999999,15.79127659574468,2,17,2,152,76.0,21,21,47,0,0.00013597759,0.39473684210526316,44124.594,275046.183387283,744.3106
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,38,729.5400000000001,19.19842105263158,2,188,2,128,64.0,0,0,0,1,0.99911255,0.46875,6.005329,54.04351745498808,724.82513
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,460,19824.05,43.09576086956522,30,2,30,362,12.066666666666666,113,197,281,0,0.00015749647,2.4861878453038675,38095.848,4081747.476921058,19813.447
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,339,6572.11,19.386755162241887,7,32,7,336,48.0,0,90,201,0,0.00013233189,0.625,45340.203,549374.6356191809,6548.3774
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,168,3938.5499999999997,23.443749999999998,5,29,5,162,32.4,4,103,133,0,0.00015749647,0.9259259259259258,38095.848,826953.2671214914,3958.1753
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,424,7375.79,17.395731132075472,18,17,18,312,17.333333333333332,66,177,272,0,0.00013233189,1.7307692307692306,45340.203,1365102.6629472484,7363.646
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,36,723.38,20.093888888888888,1,54,1,1,1.0,0,36,36,0,0.0004189003,30.0,14323.184,8634253.790039062,724.8693
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,233,6816.42,29.255021459227468,11,16,11,345,31.363636363636363,69,116,148,0,0.00015749647,0.9565217391304348,38095.848,1066038.5432697039,6848.446
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,300,13219.74,44.065799999999996,6,23,6,278,46.333333333333336,45,101,191,0,0.00015749647,0.6474820143884892,38095.848,1086943.5994861173,13221.897
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,36,680.99,18.91638888888889,1,4,1,1,1.0,36,36,36,0,0.0004189003,30.0,14323.184,8128287.329589844,676.5047
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,31,527.2,17.006451612903227,1,11,1,1,1.0,31,31,31,0,0.0005688041,30.0,10548.43,5381740.77217742,525.559
12480,2011-01-07 15:27:00,2011-11-11 14:52:00,154,3281.63,21.309285714285714,4,28,4,307,76.75,40,40,77,0,0.0001384488,0.39087947882736157,43337.008,360969.64748356794,3322.4995
12481,2010-12-09 10:13:00,2011-11-17 08:29:00,217,5596.32,25.789493087557602,10,23,10,342,34.2,12,60,60,0,0.00015749647,0.8771929824561403,38095.848,861818.0699960586,5630.72
12483,2011-01-04 14:20:00,2011-11-22 17:02:00,75,2484.98,33.133066666666664,8,17,8,322,40.25,6,22,36,0,0.00015749647,0.7453416149068324,38095.848,940794.2311436335,2487.3845
12484,2011-01-07 14:04:00,2011-11-07 11:37:00,346,4541.72,13.126358381502891,6,33,6,303,50.5,0,64,248,0,0.0001960826,0.594059405940594,30599.191,238607.49658374707,4548.8276
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,55,1298.66,23.612000000000002,3,10,3,65,21.666666666666668,27,55,55,0,0.0002644077,1.3846153846153848,22692.145,741886.5000072117,1291.1715
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,15,334.93,22.328666666666667,1,336,1,1,1.0,0,0,0,1,0.9998499,30.0,6.0009003,4019.763053894043,339.30334
12490,2011-01-14 09:13:00,2011-12-04 16:07:00,245,5417.93,22.114,10,5,10,324,32.4,58,80,185,0,0.00015749647,0.9259259259259258,38095.848,780047.7546947338,5444.098
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,26,460.40000000000003,17.70769230769231,1,39,1,1,1.0,0,26,26,0,0.0007463191,30.0,8039.4453,4270800.717548077,456.69763
12492,2011-08-26 14:51:00,2011-10-07 15:15:00,20,263.21000000000004,13.160500000000003,2,63,2,42,21.0,0,11,20,0,0.0004345607,1.4285714285714286,13807.016,259581.7559040179,269.4295
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,22,433.74,19.715454545454545,2,166,2,31,15.5,0,0,10,0,0.00048245728,1.9354838709677418,12436.309,474556.40669675585,431.74686
12494,2010-12-09 11:31:00,2011-11-24 09:34:00,77,1246.1000000000001,16.183116883116885,7,16,7,349,49.857142857142854,11,26,36,0,0.000126539,0.6017191977077364,47415.836,461720.81137055554,1243.9106
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1043.1,74.50714285714285,1,82,1,1,1.0,0,14,14,0,0.0004513528,30.0,13293.342,29713467.489257812,1042.8212
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,23,403.70000000000005,17.55217391304348,3,21,3,36,12.0,10,23,23,0,0.0005476103,2.5,10956.678,480783.782757303,408.18124
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,61,4257.82,69.80032786885245,11,23,11,310,28.181818181818183,5,29,43,0,0.00015749647,1.064516129032258,38095.848,2830657.6669673366,4221.644
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,149,2169.39,14.559664429530201,1,337,1,1,1.0,0,0,0,1,0.99932075,30.0,6.0040784,2622.520996229761,2151.7622
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,147,3723.87,25.332448979591835,5,96,5,214,42.8,0,0,70,0,0.00015749647,0.7009345794392523,38095.848,676444.7082380302,3735.2424
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,9,482.04999999999995,53.5611111111111,2,18,2,12,6.0,3,9,9,0,0.0008016282,5.0,7484.757,2004459.4626464844,480.63654
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,23,73.5,3.1956521739130435,1,233,1,1,1.0,0,0,0,1,0.9996933,30.0,6.001841,575.3938937187195,73.509796
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,21,1304.81,62.13380952380952,3,134,3,164,54.666666666666664,0,0,8,0,0.00015749647,0.5487804878048781,38095.848,1298985.4437374102,1302.5157
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,69,398.27,5.772028985507246,2,26,2,2,1.0,69,69,69,0,0.0009799411,30.0,6122.8105,1060231.1984799593,395.6949
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,7,176.5,25.214285714285715,1,284,1,1,1.0,0,0,0,1,0.9997141,30.0,6.0017157,4539.869202886309,180.09344
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,33,982.5699999999999,29.774848484848484,2,143,2,182,91.0,0,0,4,0,0.00016924381,0.32967032967032966,35451.6,347988.8126599962,988.0526
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,34,138.03,4.059705882352941,2,66,2,1,0.5,0,34,34,0,0.0005204488,60.0,11528.49,2808136.777148437,134.8386
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,35,612.29,17.494,1,113,1,1,1.0,0,0,35,0,0.00054835767,30.0,10941.744,5742446.159882812,612.1679
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,51,1017.68,19.954509803921567,1,267,1,1,1.0,0,0,0,1,0.99969614,30.0,6.001824,3592.9036168939924,1019.28
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,16,383.7,23.98125,1,353,1,1,1.0,0,0,0,1,0.99984825,30.0,6.0009108,4317.280234158039,383.01727
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,26,1312.06,50.46384615384615,2,78,2,102,51.0,0,13,13,0,0.00013875145,0.5882352941176471,43242.477,1283636.2850360577,1304.4971
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,284,2502.84,8.812816901408452,5,28,5,161,32.2,77,100,150,0,0.00021816777,0.9316770186335405,27501.645,225807.72460390747,2484.602
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,124,2056.89,16.58782258064516,5,1,5,109,21.8,48,106,124,0,0.00013233189,1.3761467889908257,45340.203,1034993.4567081374,2071.0027
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,18,340.84,18.935555555555553,1,64,1,1,1.0,0,18,18,0,0.0007545926,30.0,7951.3,4516868.375716145,339.88693
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,152,2634.26,17.330657894736845,5,79,5,194,38.8,0,31,50,0,0.00013233189,0.7731958762886598,45340.203,607558.4143587012,2630.0977
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,38,599.68,15.781052631578946,1,143,1,1,1.0,0,0,38,0,0.00029671087,30.0,20221.637,9573561.400657894,602.64935
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,12,192.72,16.06,2,39,2,12,6.0,0,12,12,0,0.00034650258,5.0,17315.84,1390461.939453125,193.7429
