CustomerID,Recency,TenureDays,Frequency,Monetary,Cluster,SegmentName
12710,97,104,3,1149.02,2,Loyal
12712,29,342,13,4396.13,1,VIP
12713,1,1,1,848.55,0,At-Risk
12714,9,285,5,4708.86,1,VIP
12715,106,1,1,353.86,3,New
12716,4,129,2,1053.49,0,At-Risk
12717,151,94,2,1030.98,2,Loyal
12718,71,1,1,238.25,3,New
12719,5,59,2,644.95,0,At-Risk
12720,3,366,25,5781.73,1,VIP
12721,32,323,6,2656.13,2,Loyal
12722,85,65,4,997.63,2,Loyal
12723,4,61,5,725.07,0,At-Risk
12724,5,327,4,1031.41,0,At-Risk
12725,371,1,1,427.8,3,New
12726,28,329,7,2609.1,2,Loyal
12727,11,309,7,3980.7,1,VIP
12728,71,261,4,836.33,2,Loyal
12729,114,1,1,453.01,3,New
12731,24,341,12,18895.91,1,VIP
12732,180,1,1,236.26000000000002,3,New
12733,234,1,1,383.95,3,New
12734,353,1,1,110.39999999999999,3,New
12735,315,21,2,779.5699999999999,3,New
12736,333,1,1,234.0,3,New
12738,372,1,1,155.35,3,New
12739,78,20,2,1013.04,2,Loyal
12740,64,1,1,427.6,3,New
12743,134,1,2,546.43,3,New
12744,52,266,7,21279.29,1,VIP
12747,2,366,11,4196.01,1,VIP
12748,1,372,209,33719.73,1,VIP
12749,4,209,5,4090.88,1,VIP
12750,129,1,1,275.88,3,New
12752,81,1,1,4366.78,2,Loyal
12753,23,339,6,21429.39,1,VIP
12754,236,72,3,3010.74,2,Loyal
12755,281,85,2,3811.95,2,Loyal
12756,87,1,1,112.07999999999998,3,New
12757,16,195,13,7857.1,1,VIP
12758,117,159,2,2791.59,2,Loyal
12759,52,223,3,1531.44,2,Loyal
12762,8,17,2,1898.52,0,At-Risk
12763,138,230,2,494.08,3,New
12764,317,1,1,1693.88,3,New
12766,4,362,7,6989.63,1,VIP
12769,239,1,1,1143.6,3,New
12770,211,1,1,1351.45,3,New
12772,60,1,1,892.47,3,New
12775,17,294,5,1386.04,2,Loyal
12778,20,292,6,822.23,2,Loyal
12779,38,333,8,3981.36,1,VIP
12781,64,221,2,826.74,2,Loyal
12782,5,352,5,2330.92,1,VIP
12783,2,73,6,2225.91,1,VIP
12784,9,6,2,574.42,0,At-Risk
12785,364,1,1,311.95,3,New
12787,10,182,3,463.66,0,At-Risk
12789,65,1,1,91.85,3,New
12790,192,1,1,324.92,3,New
12791,374,1,1,192.60000000000002,3,New
12792,257,1,1,400.53999999999996,3,New
12793,335,36,2,545.48,3,New
12794,53,45,2,860.41,2,Loyal
12795,19,1,1,430.48,0,At-Risk
12797,366,1,1,254.03,3,New
12798,10,160,3,6977.04,1,VIP
12802,187,1,1,427.58,3,New
12808,37,331,3,483.65000000000003,0,At-Risk
12809,178,1,1,489.31,3,New
12811,261,23,3,514.85,3,New
12812,45,1,1,229.64000000000001,3,New
12814,102,1,1,125.92,3,New
12815,148,50,2,1063.46,2,Loyal
12816,96,80,2,572.2,3,New
12817,281,1,1,166.04,3,New
12818,262,1,1,1542.08,3,New
12820,3,323,4,942.34,0,At-Risk
12821,214,1,1,92.72,3,New
12822,71,16,2,948.88,2,Loyal
12823,75,221,5,1759.5,2,Loyal
12824,60,1,1,397.12,3,New
12826,3,362,7,1474.72,1,VIP
12827,6,38,3,430.15000000000003,0,At-Risk
12828,3,127,6,1018.71,1,VIP
12829,337,23,2,293.0,3,New
12830,38,134,6,6814.64,2,Loyal
12831,262,1,1,215.05,3,New
12832,32,65,2,383.03,0,At-Risk
12833,145,1,1,417.38,3,New
12834,283,1,1,312.38,3,New
12836,59,252,4,2612.86,2,Loyal
12837,173,1,1,134.1,3,New
12838,34,340,2,683.13,0,At-Risk
12839,3,364,14,5591.42,1,VIP
12840,144,82,4,2726.77,2,Loyal
12841,5,367,25,4022.35,1,VIP
12842,70,238,2,1118.99,2,Loyal
12843,66,198,8,1702.26,2,Loyal
12844,29,101,2,325.96000000000004,0,At-Risk
12845,267,22,4,354.09,3,New
12847,22,1,1,871.54,0,At-Risk
12849,31,237,2,1050.8899999999999,2,Loyal
12851,97,1,1,135.18,3,New
12852,295,1,1,311.55,3,New
12853,135,181,6,1957.1000000000001,2,Loyal
12854,79,239,3,1324.5,2,Loyal
12855,373,1,1,38.1,3,New
12856,8,55,6,2179.93,1,VIP
12857,211,91,2,1106.4,2,Loyal
12863,52,1,1,521.2,3,New
12864,138,1,1,147.12,3,New
12865,26,97,2,1568.23,2,Loyal
12866,283,1,1,559.12,3,New
12867,26,333,7,4036.82,1,VIP
12868,186,187,6,1607.0600000000002,2,Loyal
12871,84,123,2,380.64,3,New
12872,327,38,2,599.97,3,New
12873,282,1,1,374.0,3,New
12875,143,219,2,343.2300000000001,3,New
12876,58,138,2,2218.02,2,Loyal
12877,4,354,12,1535.77,1,VIP
12878,236,29,2,854.99,3,New
12879,45,47,3,573.22,2,Loyal
12881,276,1,1,298.0,3,New
12882,9,24,2,1463.04,0,At-Risk
12883,25,64,4,703.47,2,Loyal
12884,88,1,1,309.05,3,New
12885,63,60,3,1175.22,2,Loyal
12886,68,151,2,1378.4,2,Loyal
12888,214,41,2,354.12,3,New
12890,24,1,1,380.46999999999997,0,At-Risk
12891,186,107,3,331.0,3,New
12893,31,1,1,188.14,0,At-Risk
12895,42,44,2,372.8,0,At-Risk
12897,205,97,2,216.5,3,New
12901,9,261,28,17654.54,1,VIP
12902,265,1,1,138.68,3,New
12904,18,154,2,509.58,0,At-Risk
12906,12,66,5,2919.81,1,VIP
12908,176,136,2,750.0,3,New
12909,40,213,5,2178.67,2,Loyal
12910,23,218,8,3075.04,1,VIP
12912,3,37,5,1662.3,1,VIP
12913,5,363,5,2483.63,1,VIP
12915,149,223,2,363.65,3,New
12916,139,181,4,3006.15,2,Loyal
12917,128,1,1,594.0,3,New
12919,8,161,6,1335.19,1,VIP
12920,17,1,1,164.23,0,At-Risk
12921,9,364,37,16587.09,1,VIP
12922,161,1,1,405.38,3,New
12923,64,1,1,176.97,3,New
12924,88,239,4,933.7,2,Loyal
12925,5,70,2,694.05,0,At-Risk
12928,35,323,5,2062.7000000000003,2,Loyal
12929,312,1,1,117.85,3,New
12930,78,93,2,415.8,3,New
12931,22,336,15,42055.96,1,VIP
12933,24,259,3,607.53,0,At-Risk
12935,2,317,7,2160.7,1,VIP
12936,17,61,4,1063.9,2,Loyal
12937,15,252,4,1504.27,2,Loyal
12938,26,1,1,114.14,0,At-Risk
12939,64,270,8,11581.8,1,VIP
12940,55,33,2,913.54,2,Loyal
12942,131,234,3,683.9,2,Loyal
12944,36,319,2,604.51,0,At-Risk
12945,288,1,1,462.95,3,New
12947,144,229,6,1603.99,2,Loyal
12948,16,248,7,2064.95,1,VIP
12949,31,221,8,4167.22,1,VIP
12950,2,21,3,1843.0,0,At-Risk
12951,9,322,6,1064.07,1,VIP
12952,6,72,4,1387.79,0,At-Risk
12953,10,1,1,329.85,0,At-Risk
12955,1,266,11,4757.16,1,VIP
12956,306,1,1,108.07,3,New
12957,10,329,8,4017.54,1,VIP
12962,7,106,2,266.39,0,At-Risk
12963,8,357,8,1856.63,1,VIP
12965,89,1,1,771.91,3,New
12966,10,1,1,160.18,0,At-Risk
12967,358,13,2,1660.9,2,Loyal
12968,112,1,1,135.95,3,New
12970,7,315,4,452.24,0,At-Risk
12971,4,368,86,11189.91,1,VIP
12974,198,1,1,144.8,3,New
12976,212,1,1,738.6,3,New
12977,156,1,1,39.239999999999995,3,New
12980,158,200,9,7374.900000000001,2,Loyal
12981,30,103,2,372.21999999999997,0,At-Risk
12982,243,1,1,390.54,3,New
12984,19,1,1,97.5,0,At-Risk
12985,1,27,2,1239.38,0,At-Risk
12987,74,124,2,558.7,3,New
12988,292,1,1,535.32,3,New
12989,3,361,15,6924.110000000001,1,VIP
12990,31,278,3,409.5,0,At-Risk
12991,23,89,2,503.76,0,At-Risk
12993,23,275,4,414.76,0,At-Risk
12994,4,264,3,974.4200000000001,0,At-Risk
12995,85,1,1,211.32,3,New
12997,22,294,4,1226.89,2,Loyal
12999,196,49,3,455.88,3,New
13000,107,258,3,534.85,2,Loyal
13001,4,322,13,9818.82,1,VIP
13002,318,1,1,120.94999999999999,3,New
13003,106,109,3,149.05,3,New
13004,12,346,18,5655.91,1,VIP
13005,174,72,2,513.7,3,New
13006,56,1,1,81.57,3,New
13008,323,1,1,229.46999999999997,3,New
13011,372,1,1,50.550000000000004,3,New
13012,9,285,8,1661.8400000000001,1,VIP
13013,1,370,13,4810.9400000000005,1,VIP
13014,11,270,10,3466.2799999999997,1,VIP
13015,53,195,5,3346.28,2,Loyal
13016,73,49,3,789.89,2,Loyal
13017,7,1,1,204.0,0,At-Risk
13018,16,279,28,7277.7,1,VIP
13021,4,354,9,2616.38,1,VIP
13023,64,65,2,689.9,2,Loyal
13026,1,274,5,975.36,1,VIP
13027,114,240,6,6912.0,2,Loyal
13028,23,22,2,661.3199999999999,0,At-Risk
13029,31,322,3,1247.5,2,Loyal
13030,11,356,2,799.48,0,At-Risk
13032,52,34,2,1010.18,2,Loyal
13033,357,1,1,190.55,3,New
13034,55,314,2,642.77,2,Loyal
13035,74,186,2,921.88,2,Loyal
13037,138,118,3,881.07,2,Loyal
13038,80,210,3,908.46,2,Loyal
13040,9,24,2,676.99,0,At-Risk
13043,273,1,1,516.42,3,New
13044,291,1,1,560.47,3,New
13045,99,1,1,305.28000000000003,3,New
13046,31,235,2,629.31,0,At-Risk
13047,32,342,10,3237.54,1,VIP
13048,14,312,4,1835.91,2,Loyal
13049,64,253,2,656.6800000000001,2,Loyal
13050,15,351,17,5836.86,1,VIP
13052,212,1,1,348.15000000000003,3,New
13055,78,135,3,1214.41,2,Loyal
13058,25,127,3,271.40000000000003,0,At-Risk
13059,250,1,1,183.4,3,New
13060,254,1,1,307.53,3,New
13061,72,1,1,248.61,3,New
13062,191,1,1,346.98,3,New
13064,13,314,4,1119.49,2,Loyal
13065,373,1,1,205.86,3,New
13066,24,7,2,470.8,0,At-Risk
13067,82,1,1,115.46000000000001,3,New
13068,10,309,2,344.0,0,At-Risk
13069,1,368,24,4436.12,1,VIP
13070,192,1,1,228.8,3,New
13072,267,1,1,177.15,3,New
13075,130,1,1,919.61,3,New
13077,1,365,4,729.27,0,At-Risk
13078,3,363,26,12627.94,1,VIP
13079,4,136,5,220.10000000000002,0,At-Risk
13080,179,1,1,58.08,3,New
13081,12,359,11,28337.38,1,VIP
13082,126,212,9,3613.63,2,Loyal
13083,4,71,2,303.75,0,At-Risk
13085,158,137,2,416.08000000000004,3,New
13089,3,366,97,58825.83,1,VIP
13090,9,364,14,8910.82,1,VIP
13091,28,1,1,345.82,0,At-Risk
13092,71,288,5,477.83,2,Loyal
13093,276,97,8,7832.47,2,Loyal
13094,21,347,12,1927.3200000000002,1,VIP
13095,71,1,1,74.39999999999999,3,New
13097,33,327,10,6010.42,1,VIP
13098,1,316,28,28882.44,1,VIP
13099,99,1,1,207.35999999999999,3,New
13101,234,1,1,101.19,3,New
13102,1,363,24,6424.09,1,VIP
13103,40,1,1,243.94,3,New
13104,3,351,6,1098.48,1,VIP
13106,133,1,1,76.5,3,New
13107,44,289,4,1531.6200000000001,2,Loyal
13108,373,1,1,350.06,3,New
13109,60,97,2,786.54,2,Loyal
13110,31,279,7,1488.67,2,Loyal
13113,1,365,24,12245.960000000001,1,VIP
13115,12,172,4,2294.78,2,Loyal
13116,138,1,1,501.14,3,New
13117,22,350,8,984.91,2,Loyal
13118,20,269,5,1197.81,2,Loyal
13120,239,1,1,30.599999999999998,3,New
13121,269,1,1,283.73,3,New
13122,94,146,2,922.39,2,Loyal
13124,90,269,3,3866.33,2,Loyal
13126,5,361,8,2099.64,1,VIP
13127,78,1,1,259.17,3,New
13130,94,1,1,64.0,3,New
13131,23,164,3,1073.3,2,Loyal
13132,262,1,1,77.3,3,New
13133,274,30,2,109.8,3,New
13134,86,154,4,1793.58,2,Loyal
13135,197,1,1,3096.0,2,Loyal
13136,56,156,5,2607.61,2,Loyal
13137,11,298,8,3650.41,1,VIP
13138,22,350,6,962.39,2,Loyal
13139,16,243,7,5064.94,1,VIP
13140,108,258,3,423.72,3,New
13141,85,230,5,2388.75,2,Loyal
13142,19,1,1,307.09,0,At-Risk
13144,333,1,1,110.95,3,New
13145,40,332,4,618.52,2,Loyal
13146,26,1,1,228.91,0,At-Risk
13147,10,89,4,712.8000000000001,0,At-Risk
13148,29,335,12,3707.12,1,VIP
13149,14,274,4,1676.06,2,Loyal
13151,296,1,1,1257.8700000000001,3,New
13153,6,1,1,486.22,0,At-Risk
13155,33,335,4,971.76,2,Loyal
13157,49,248,4,1741.22,2,Loyal
13158,95,224,4,1201.06,2,Loyal
13159,9,106,4,1437.85,0,At-Risk
13160,22,1,1,91.8,0,At-Risk
13161,313,1,1,112.75,3,New
13162,122,212,4,1688.29,2,Loyal
13165,46,305,2,1021.48,2,Loyal
13166,283,1,1,417.2,3,New
13167,19,125,4,791.33,2,Loyal
13168,36,281,4,1319.19,2,Loyal
13169,64,188,2,712.88,2,Loyal
13170,27,1,1,116.00999999999999,0,At-Risk
13171,22,277,3,468.41,0,At-Risk
13173,4,363,2,353.65,0,At-Risk
13174,16,352,3,2817.03,2,Loyal
13176,46,1,1,492.84,3,New
13177,65,1,1,282.45,3,New
13178,26,334,11,5725.47,1,VIP
13182,45,1,1,121.18,3,New
13183,8,326,9,3957.78,1,VIP
13184,15,275,10,1701.29,1,VIP
13185,268,1,1,71.4,3,New
13186,40,89,3,1575.89,2,Loyal
13187,337,1,1,236.02,3,New
13188,11,1,1,114.60000000000001,0,At-Risk
13189,19,96,2,260.68,0,At-Risk
13192,95,109,2,911.94,2,Loyal
13193,61,1,1,117.88,3,New
13194,136,1,1,60.7,3,New
13196,11,250,4,1797.78,2,Loyal
13198,10,351,6,3401.2400000000002,1,VIP
13199,4,363,38,9817.12,1,VIP
13200,19,107,4,870.09,2,Loyal
13203,10,232,4,869.46,0,At-Risk
13207,15,135,2,250.26000000000002,0,At-Risk
13208,59,250,6,1223.9,2,Loyal
13209,30,331,8,5891.61,1,VIP
13210,94,1,1,353.48,3,New
13211,10,350,3,1197.42,0,At-Risk
13212,20,41,3,788.08,0,At-Risk
13213,57,142,5,1520.58,2,Loyal
13216,268,1,1,333.74,3,New
13217,122,34,3,533.98,2,Loyal
13218,127,1,1,62.63999999999999,3,New
13220,78,158,4,819.2900000000001,2,Loyal
13221,240,119,2,847.41,3,New
13223,200,31,2,163.20000000000002,3,New
13224,60,91,2,2155.95,2,Loyal
13225,3,358,7,6463.84,1,VIP
13226,273,1,1,108.21000000000001,3,New
13227,202,1,1,257.7,3,New
13228,81,1,1,358.0,3,New
13229,226,1,1,160.95,3,New
13230,4,360,14,2806.97,1,VIP
13232,13,230,7,1357.6,1,VIP
13233,74,261,2,605.12,3,New
13235,212,1,1,1031.07,3,New
13236,25,82,2,744.85,0,At-Risk
13238,17,343,4,700.73,0,At-Risk
13239,262,1,1,329.56,3,New
13240,96,269,4,663.65,2,Loyal
13242,112,101,3,270.40000000000003,3,New
13243,203,1,1,600.07,3,New
13244,93,1,1,121.74000000000001,3,New
13245,51,1,1,430.5,3,New
13246,18,312,6,1987.3,2,Loyal
13247,18,64,4,501.12,0,At-Risk
13248,125,64,2,465.68,3,New
13249,92,168,3,711.41,2,Loyal
13253,157,182,2,1030.4,2,Loyal
13255,9,364,2,399.51,0,At-Risk
13258,12,193,3,698.58,0,At-Risk
13259,62,1,1,292.32,3,New
13260,61,1,1,557.62,3,New
13261,269,17,2,944.1,3,New
13262,263,1,1,200.29,3,New
13263,1,323,35,7454.07,1,VIP
13265,53,220,5,2107.66,2,Loyal
13266,11,245,12,3834.2599999999998,1,VIP
13267,3,364,19,4521.49,1,VIP
13268,18,249,11,3214.69,1,VIP
13269,1,368,15,5346.2300000000005,1,VIP
13270,366,1,1,590.0,3,New
13271,37,1,1,217.38,3,New
